num|nb_reactions|nb_commentaires|text_post
374|34|0|Je vais d’abord publier un article sur les hommes toxiques sur LinkedIn qui ont ‘communicant pragmatique’ en description.
375|0|0|Ah j adore 😂 c’est très flatteur comme proposition 🙏 Je lirai surtout le second qui aura un réel intérêt sur la cause que vous défendez et qui devrait toucher plus de monde et être plus efficace que votre préoccupation de mon pauvre descriptif LinkedIn … c est parfois bien le pragmatisme 😉
376|0|0|Thomas Wagner, je suis très choqué des libertés que vous prenez avec le code de déontologie de ce site. Mais pire encore, je n'arrive pas à comprendre vos oukazes répressifs sur des clopinettes, tandis que vous applaudissez, pire exigez, la fermeture des centrales nucléaires, et donc la carbonisation phénoménale de l'atmosphère que cela induit. Aveuglement ou Tartufferie ? Je ne saurais juger.
377|1|0|Thierry Molinier où est-ce que  exige la fermeture de centrales nucléaires? Source svp
378|1|0| je vais bloquer cet énergumène, qui viendra pleurer ensuite, comme tant d'autres, parce qu'on refuse le débat.Je refuse juste le débat avec les menteurs et qui inventent des propos.
379|1|0| à propos des animaux de compagnie j'encourage Thomas Wagner à écrire un article sur la nourriture de nos amis à poil, je nourris mon chat de manière végane depuis quelques mois et il s'en porte très bien grâce à des croquettes complémentées en taurine 😌Pour les chiens c'est encore plus simple car ils n'ont, comme nous, pas de besoins en acides aminés présent uniquement dans les protéines animales.Etant donné que les français possèdent plus de 7.5 millions de chiens, 14.5 millions de chats, qu'un chien moyen mange 400g de croquettes par jour, qu'un chat en mange 150g et compte tenu de l'impact environnemental de la production de produits animaux , on se rend très vite compte qu'il y a effectivement un sujet à creuser malgré votre légèreté et votre condescendance. 😘
380|0|0|C’est un argumentaire hors sol, à promouvoir à l’echelle mondiale ! Bon courage pour cette folle ambition digne d’un bolchevick, d’un nazi, d’un garde rouge, d’un khmer rouge, d’un dictateur « putinien » qui peuvent tous passer du noir, brun, rouge … au vert selon leur état d’âme dictatorial !Ne pas oublier donc que l’impétrant Thomas Wagner est candidat dans cette perspective ☠️
381|2|0|L’idée meme d’I_fly_bernard, c’est juste magique. Ça va bientôt être de la faute de ceux qui s’inquiètent pour l’intérêt général si notre civilisation disparaît… Keep up the Good work 💪
382|0|0|Sans compter qu'un utilisateur de jet privé possède sans doute yacht, clim et grosse berline. On nomme cela : Réussir ! 🤔
383|0|0|le lien pour la pétition est ici: 
384|0|0|Peut on parler également des États qui n'ont de cesse que de modifier le climat en envoyant de la chimie dans le ciel soit pour assécher soit pour faire pleuvoir ? Ne serait il pas utile d'interdire ces manipulations?
385|0|0|Ouai, qu'ils se déplacent en pédalo sur la Méditerranée ces sales pollueurs ! (Si tout était aussi simple 😂)
386|0|0|Si la France ferme ses aéroports aux jets privés, ceux-ci vont-ils s'arrêter de voler pour autant ou juste aller se trouver de nouveaux aéroports ?
387|1|0|... une atteinte aux libertés...
388|0|0|Succès des rendez-vous mondiaux pour le climat ????Mais qu'elles sont les émissions de CO2 de ces grands rendez-vous mondiaux pour le climat ?En 2015, c'est 150 chefs d'états et leur délégation qui débarquent à Paris. Combien d'avions ? Combien de voitures ? etc..Avec bientôt 8 milliards d'individus sur cette planète "fermée", il va falloir autre chose que de diminuer les vols des jets privés.Brainwashing quand tu nous tiens.Source : 
389|0|0|Que dire des "jets public" ?  Faut il aussi les interdire ? 😀
390|0|0|Ils y a déjà des lignes classique en première classe pour faire la majorité des trajetws des jets. Personnellement je pense qu une très grosse taxe (de l ordre de 100 k€ou 1M€) aéroportuaire qui serait reversée dans la transition énergétique permettrait de faire une pierre deux coups. Par ailleurs elle permettrait de motiver les constructeur de jets à tenter de faire des jets plus écologiques. 
391|0|1|Pour produire 33 tonnes de CO2 il faut environ 10 tonnes de carbone provenant du jet et 23 tonnes d'oxygène qui vient directement de l'air. Pas d'incohérence du coup :) 
392|0|0|Pour produire 33 tonnes de CO2 il faut environ 10 tonnes de carbone provenant du jet et 23 tonnes d'oxygène qui vient directement de l'air. Pas d'incohérence du coup :) 
393|2|1|Faut aussi interdire les voyages de masse à marachech, Djerba , Palma et d autres …..👍Mais là, les ultra riches ne sont pas trop concernés, donc on continue ….
394|0|0|Faut aussi interdire les voyages de masse à marachech, Djerba , Palma et d autres …..👍Mais là, les ultra riches ne sont pas trop concernés, donc on continue ….
395|0|0|La constitution prévoit la liberté de circulation....et les ministres sont les premiers à les utiliser.Normalement , seuls les kinésithérapeutes ont le droit de nous manipuler.Et puis, poster des articles ça fait fonctionner les datas center...
396|1|0|envie de dire un gros mot, mais je ne le dirai pas. C'est juste lamentable........ que ces personnes ont de belles phrases pour défendre une saloperie.
397|5|0|Quand l’écologie tourne à l’idéologie et à l’inquisition. Consternant Monsieur. Par ailleurs LinkedIn est une plateforme professionnelle et non politique…
398|1|0|Pour ou contre on s’en fou un peu en fait. Croissance = énergie = pollutionÉcologie = - de consommation d’nrj = décroissanceTant que l’on aura pas des solutions crédibles au niveaux des énergies plus propres (80% de fossiles) on ne pourra n’y progresser d’un côté ni avancer de l’autre. Ce n’est pas une question manichéenne du genre pour ou contre qui fera avancer le truc, on s’en fou des opinions !!Quel est l’opinion de notre niveau de vie à tous ici pour un pauvre du tiers-monde ?? Vous comprenez que cette question est démagogique au possible !La bonne question c’est comment continuer à faire avancer le train sans l’arrêter, car s’il s’arrête, tout déraille !
399|0|0|La France : pays où les détenus  font des courses de karting et où les hommes d'affaires devront se limiter dans leurs déplacements financés sur leurs propres fonds. Pas sûr que ce soit les plus talentueux que l'on attire.
400|0|0|Comment vont se déplacer les puissants ? 😊
401|0|0|Il y a assez d'avions de ligne comme ça!! Puis la visio conférence n'est pas faite pour les chiens!!
402|5|0|Une mesure qui serait symbolique. Les symboles sont puissants et peuvent permettre une acceptation des mesures vraiment significatives au reste de la population. On ne doit cependant pas oublier que même le niveau de vie actuelle d'un smicard moyen est incompatible avec les accords de Paris. Les efforts devront venir de partout.
403|0|0|Tout ce débat autour de la régulation de telle activité, l'interdiction de telle autre, ou encore la promotion de celle-ci dans le but de réduire l'empreinte carbone est complètement farfelu dans la mesure où 1) toute activité humaine depuis la respiration, en passant par les emails et jusqu'aux jets privés émet du CO2 et que c'est un phénomène global lié à la vie, 2) vous pouvez faire autant d'accords de Paris que vous voulez, personne ne va vraiment les appliquer tant les intérêts de chacun sont divergeants et incompatibles. La seule chose qui va obliger tout le monde à agir sont les catastrophes naturelles. Elles sont et seront seules juges et bourreaux de l'humanité. Le droit n'a aucune application pratique ici car il n'existe aucun organisme de coercition en relations internationales.
404|2|0|Ville de Macon, Saône et Loire, grandes crues en 1711, 1840 et 1955. Qu’elle est la cause? L’homme est il responsable ?Il y a dérégulation climatique? Il y aurait donc un régulateur quelques part ? Régulé par … Dieux?
405|2|0|Les choses pourraient être tellement plus simple si nous concentrions collectivement nos efforts et notre matière grise pour absorber du carbone dans les sols, de manière peu onéreuse, peu couteuse en énergie et régénératrice de l'environnement (keyline design en agroécologie), sans emmerder les réfractaires et les sceptiques, plutôt que d'appliquer des politiques et d'orienter le débat vers la diminution des émissions (nécessaire à long terme c'est important de le souligner), se frottant à l'inertie d'un système trop solidement ancré, sacrifiant au passage tout un pan de notre industrie à court terme... politiques qui pourraient finalement s'avérer contre-productives au regard des réactions suscitées par ce genre de proposition, si bien fondée soit elle.
406|0|0|Interdire la bêtise serait peut être plus efficace que d'interdire les jets privés 🤣  Ou obliger à réfléchir ...
407|16|2| j'ai des arguments mais je ne les étalerais pas ici. Rien que votre réflexion stupide et délibérément vexatoire m'invite à ne pas les exposer plus avant. Déjà ça ne serait pas mal si on se contentait de vivre dans  une société qui ne sera pas l'enfer que vous préparez vous et vos petits copains. Comme disait Audiard "je ne cause pas aux cons ça les instruit" PS : rien que lire une phrase aussi coercitive et prétentieuse "Ou comment expliquer au propriétaire d’un terrain que « ses » arbres ne lui appartiennent pas tout à fait" me dissuade totalement. Comme pédagogie on fait facilement moins "neuneu"
408|1|0|Et sinon sur le fond du sujet, vous avez des arguments ou vous êtes juste énervé que l’on puisse plus vivre comme hier ?
409|0|0| j'ai des arguments mais je ne les étalerais pas ici. Rien que votre réflexion stupide et délibérément vexatoire m'invite à ne pas les exposer plus avant. Déjà ça ne serait pas mal si on se contentait de vivre dans  une société qui ne sera pas l'enfer que vous préparez vous et vos petits copains. Comme disait Audiard "je ne cause pas aux cons ça les instruit" PS : rien que lire une phrase aussi coercitive et prétentieuse "Ou comment expliquer au propriétaire d’un terrain que « ses » arbres ne lui appartiennent pas tout à fait" me dissuade totalement. Comme pédagogie on fait facilement moins "neuneu"
410|1|0|Ce n’est pas lui qui voudrait aussi faire un stop au piscine , On pourrait lui dire que les pertes d’eau dans nos réseaux sont plus importante tous les jours mais personnes ne bouge Ah oui ça coute à la voirie et à l’état  mais il vaut mieux taper sur les gens qui n’ont que se plaisir .Je ne suis pas contre de réduire mais que tous le fassent du haut de la pyramide à la base  .Ils font un tapage énorme  mais à hauteur de la planète la France n’est qu’une goute d’eau
411|0|0|"Selon que vous serez puissant ou misérable ; etc, etc"...Cette réponse vous convient-elle ?
412|1|0|Que faisons nous des salariés qui produisent ces aéronefs. L’outil français se fait démolir par le CO2
413|0|0|Prendre une ligne régulière en business à la place d’un jet privé n’est pas non plus un drame absolu il me semble…🙄
414|0|0|C’est tellement logique comme mesure qu’ils feront décoller leurs jet privés de Londres ou Bruxelles, survoleront la France et échapperont à cette interdiction franco-française ridicule.
415|0|0|Je propose une réflexion sur les jets privés et leur utilisation par une catégorie très particulière, comme un outil de travail, les DJ.Honnêtement je ne prononce pas sur l'interdiction mais je suis plutôt favorable à une régulation, la question étant de savoir sous quelle forme.Au passage, j'ai pris l'article sur l'avion comme référence donc merci Thomas.
416|0|0|Et puis il faut interdire les élevages d'animaux, les zoos, les corridas, la chasse, les déplacements de longue distance en voiture, l'air conditionnée, les feux de cheminée, les barbecues, etc, etc,...Puis ce seront les baignades en mer car ça pollue, les promenades en forêt car ça dérange la faune et écrase les fleurs, l'alpinisme car ça dérange la faune d'alititude et éride les sols, les piscines municipales car trop consommatrices d'énergie, etc, etc. C'est sans fin... Ecologie = liste interminable d'interdictions = soviétisme marxo-frustrateur.Vous souhaite une agréable semaine...de liberté.Salutations distinguées
417|5|0|Ce réseau autrefois professionnel est phagocyté par les marchands de peur plus vertueux les uns que les autres. Aujourd’hui les Jets, demain les yachts, un jour le rationnement des voyages, de l’eau, de l’énergie, du choix de vie, de la pensée. Les talibans sont partout. Il ne faut pas creuser beaucoup cependant pour se rendre compte que ces oracles cultivent tous un petit business bien juteux autour de ces questions. L’enfer c’est l’autre c’est bien connu. L’époque est fascinante.
418|0|0| croire qu'on peut démolir une filière industrielle aéronautique representant 5 à 10% de notre activité economique et de nos emplois sans en subir les conséquences sociales, financières et politiques majeures (et sans que chinois, americains ou autres ne viennent rapidement combler le vide par un moyen ou par un autre), tient du choix délibéré de l' effondrement pour un resultat anecdotique à l'échelle globale, nonobstant il est vrai, le haut degré de satisfaction morale de quelques politiciens narcissiques en mal de reconnaissance, de subventions et d'ivresse du pouvoir. La France a la particularité de ne pas financer elle même sa propre dette mais de confier ce soin à des fonds non residents à plus de 50%. Êtes vous seulement au fait des pratiques et des moyens de coercition de certains de ces fonds quand un pays n'honore plus ses dettes faute de recettes économiques suffisantes pour la rembourser ? 
419|0|0|Remarque: l'argument qui consiste à souligner que les émissions des GES par l'aviation est de l'ordre de 4% commence à porter. L' auteur du post cherche à le discréditer, preuve que l'argument dérange.La réalité pragmatique dérange face à l'idéologie, d'autant plus quand l'auteur a fait son fond de commerce cette idéologie.Quand le pragmatisme menace la soupe, on dédaigne, dénie, mais cela  ni ne dure, ni ne tient bien longtemps.
420|8|0|Surtout, un entrepreneur qui a reussi a faire fortune doit être suffisament doué pour continuer à gérer sa boite ou sa fortune sans utiliser son jet... 
421|1|0|Interdire interdire interdire interdire.... Danger !
422|0|0|La bonne idée, pourquoi ne pas interdire les plus gros pollueurs également? Ça fait toujours bien de s’attaquer à ceux qui disposent de privilèges. Il s’agirait peut-être de réfléchir avant de publier des articles aussi infantiles.
423|3|0|la vraie question : quand est ce qu'on va développer des technologies propres qui permettront de se déplacer en avion ou en voiture ? Le problème n'est pas les jets privés, le problème est que d'un point de vue technologique nous sommes encore à l'âge de pierre avec des énergies fossiles obsolètes... à quand des avions solaires ou à l'hydrogène ? pourquoi ne pas booster à son maximum la recherche et le développement dans ces domaines puisqu'il y a urgence climatique ? quel rôle jouent les lobbyistes de l'énergie dans le développement de ces nouvelles technologies ?
424|0|0|Vous oubliez dans vos chiffres (a vérifier)Que:1)l’avion est pour 10 personnes 2) combien de CO2 si on est en 1ere ?
425|3|0|Globalement l'aviation civile, à ce jour, c'est 4% des émissions de CO2. Les jets privés c'est environ 4% de ces 4%.Bien sûr que moralement les jets privés c'est moyen moyen mais, si en France les passoires thermiques étaient rénovées cela serait nettement plus efficace et, de plus, ferait faire des économies aux personnes qui en ont le plus besoin.Encore une fois, les jets privés (et les yachts privés) c'est moralement moyen par rapport à la situation de la grande majorité de la population mais c'est aussi un bon moyen de désigner un bouc émissaire afin de détourner l'attention des vrais problèmes qui pèsent  sur la vie de la majorité de la population. 
426|0|0|Si l'interdiction a lieu, d'autres pays à côté vont maintenir les jets privés, et les employés français du secteur aéro, vont migrer vers les pays voisins. Je suis presque sûr que ce sont les pragmatiques Allemands qui vont capter ce marché.La seule façon pour que cela marche, c'est d'interdire les jets à l'échelle Européenne, et ce ne sera pas gagné.
427|0|0|Continuons comme cela dans nos délires d’auto destruction et l Europe sera un continent du tiers monde pour nos enfants ….
428|0|0|Il est temps en effet ! Ce qui est dommage en revanche c'est que ce soit à nouveau les Verts qui portent ce type de projet de loi quand cela devrait être un sujet porté collectivement.
429|0|0|Chacun ses valeurs : pour certains c'est l'écologie, pour d'autres la réussite professionnelle et pour d'autres la religion, etc... 🤫
430|0|0|Ou alors il change de jet, moins émetteur de CO2!
431|2|0|Interdire... est-ce que ça fonctionne vraiment ? Serez-vous heureux quand on vous interdira de prendre l'avion pour votre WE à Marrakech ? Vous, vous resterez en France et les autres resteront chez eux ! L'idée c'est de penser une autre façon de fonctionner. Interdire pour faire du greenwashing ne sert à rien !Je vous laisse regarder ici 
432|0|0| J'ai peur que ce genre d'initiative emmène les utilisateurs à prendre un Paris Bruxelles pour ensuite prendre leur jet privé, au niveau européen cela me parait plus pertinent comme décision.
433|0|0| avez vous une source fiable et recente des émissions de co2 par habitant je trouve tout et n'importe quoi.. il serait intéressant de comparer avec la chine pour ceux qui disent qu'ils ne sont pas concerné car les chinois pollue plus.. alors qu'en réalité il me semble qu'on en est pas loin d'eux ramené au nombres d'habitant donc la france n'est pas si neutre que ca..Merci de votre réponse Thomas ;)
434|1|0|Interdire n'est pas toujours la solution pour tout ! Ces jets privés sont utiles en cas de rapatriement d'un corps, ou une urgence pour une transplantation d'un organe.  Comme pour chaque décision, prenons un peu de recul !
435|1|0|Y a plus qu'à fabriquer des trains privés 😇
436|0|1|Interdire les jets privés, ça c'est de la radicalité puissance 10. Quand on fera des rationnement d'eau pire que ce qu'on a eu, du rationnement d'énergie etc. On verra s'ils étaient aussi radicaux que ça.
437|0|0|Interdire les jets privés, ça c'est de la radicalité puissance 10. Quand on fera des rationnement d'eau pire que ce qu'on a eu, du rationnement d'énergie etc. On verra s'ils étaient aussi radicaux que ça.
438|0|0|Une proposition qui sous estime cependant malheureusement la réalité de certains grands patrons , artistes, ou politiques qui utilisent des avions privés certes pour la rapidité et la praticité mais egalement pour des questions de sécurité.Travaillant avec mon équipe dans les milieux d’affaires et artistiques, vous n’imaginez pas ce que l’on peut entendre comme menaces potentielles concrètes.Ça n’enlève rien au fait de tous vouloir bien évidemment des alternatives ou des solutions pour que la planète ne crame pas.
439|2|0|Il va falloir prendre ds mesures sérieuses !
440|1|0|Les petits stalines sont des ignares.Les océans étaient des déserts et les déserts des océans.Depuis la nuit des temps, l’homme a été nomade au grès du climat. Avec 100 années de relevés climatiques (une poussière à l’échelle de la terre), les ayatollahs du climats se croient investis des dieux.
441|0|0|Exactement !Comme les voitures de luxe mallussé de 40000 euros   qui feront 20 fois moins de km qu'une personne lambda avec une twingo...Qui aura un bonus..Vive la logique illogique !Cordialement 
442|1|0|On pourrait commencer par taxer le kérosène...
443|1|0|Si interdire est une chose compliquée, peut-être pourrait-on se diriger vers des choses faisables... Déjà la taxation du kérosène quasi nulle vs l'essence que nous mettons dans nos voitures, des taxes spéciales selon le nombre de km effectués où le nombre de personnes embarquées dans le jet ... Mais de vraies taxes de celles qui feraient réfléchir même les "super riches".
444|0|0|Ah la jalousie bien franchouillarde, punitive, cultivé la haîne du riche  ça fait tellement bien. Question écologie Il faudrait plutôt interdire l'importation des vêtements qui viennent de pays à bas cout et dont la fabrication est infiniment plus productrice de CO2...Bien que ces vêtements représentent la majeur partie des ventes en france, les députés devront impérativement s'habiller "made in france" et spécialement dans les grandes marques de préférences françaises. Et mis à l'amende en cas de non respect de cette loi, vive l'élégance , Vive l'écologie utile, à bas l'écologie punitive et jalouse!
445|1|3|Moi je suis plutot vélo et à ce prix un bon petit vélo de route à 18 000 euros me ferait plaisir.
446|0|0|Tu dis ça car tu n’as pas encore ton jet privé en tant que stagiaire TI 😂 j’espère que tu vas bien 👍
447|1|0|Non, mentalité bien française des gens qui sont toujours contre ceux qui apportent de la richesse à ce pays.
448|0|0|Moi je suis plutot vélo et à ce prix un bon petit vélo de route à 18 000 euros me ferait plaisir.
449|8|0|Absolument, et ça pourrait être un premier symbole d'exigence de cohérence. Et si on pouvait au passage reparler du sujet de la non taxation du fioul de l'aviation civile - prétexter que les avions iraient faire le plein ailleurs est juste une imposture : on pourrait très bien imposer aux compagnies qui prennent et déposent des passagers en France voire en Europe, soyons fous, d'y payer des taxes et d'y faire le plein. Simple à légiférer quand même et aussi un sujet de justice sociale - des gens qui ne prennent jamais l'avion même un Paris - Wherever à 69,99 euros, paient des taxes sur leur plein d'essence obligatoire. Je ne vois pas qui descendrait dans la rue manifester pour empêcher la taxation du fioul des vols, de tous les vols, des jets privés comme des low costs.
450|1|2| "Justice sociale"....merci de préciser le sujet, il s'agit donc de politique et non d'environnement, ce qui ne veut pas dire que je suis contre votre opinion.En revanche, l'aérien et le spatial ne dépasseront jamais 3-4% d'émission carbone, les contraintes techniques, les prix, la réglementation et la géopolitique ne le permettront jamais. Le numérique a un boulevard devant lui, fabriquer une ferme à serveurs c'est très facile et dérèglementé.
451|0|0|Le numérique est à 5% aujourd'hui d'émissions de GES. Le nombre d'internautes est de 5 milliards de personnes.1% de la population mondiale est responsable de la moitié des GES de l'aviation, soit 1,4% pour 80 millions de personnes. Je ne parle même pas des jets privés.Justice sociale, cela vous parle ?Un milliardaire aurait donc le droit de polluer comme un goret (que les gorets veuillent bien m'excuser) ?Oui, il faut traiter le numérique et limiter son expansion.Mais laisser des gens, parce qu'ils ont de l'argent en faire ce qu'ils veulent au détriment des autres et des futures générations, est juste une aberration.
452|0|0| "Justice sociale"....merci de préciser le sujet, il s'agit donc de politique et non d'environnement, ce qui ne veut pas dire que je suis contre votre opinion.En revanche, l'aérien et le spatial ne dépasseront jamais 3-4% d'émission carbone, les contraintes techniques, les prix, la réglementation et la géopolitique ne le permettront jamais. Le numérique a un boulevard devant lui, fabriquer une ferme à serveurs c'est très facile et dérèglementé.
453|1|2|Oui, d'autres pistes de réflexion. À considérer aussi les retombées vertueuses ou non des grands hommes d'affaire... De leurs groupes... Et de toutes les entreprises qui en dépendraient (se poser des questions sur l'actionnariat aussi) ... Business = choses à vendre :  production-matières-énergies => transport => stockage => communication => transport-distribution (boutiques...). Que tout le monde commence à payer les taxes et impôts qu'il devrait au moins. 
454|1|0| rassurez-vous, Bernard Arnault n'est pas tout seul sur le grill : 
455|0|0|Oui, d'autres pistes de réflexion. À considérer aussi les retombées vertueuses ou non des grands hommes d'affaire... De leurs groupes... Et de toutes les entreprises qui en dépendraient (se poser des questions sur l'actionnariat aussi) ... Business = choses à vendre :  production-matières-énergies => transport => stockage => communication => transport-distribution (boutiques...). Que tout le monde commence à payer les taxes et impôts qu'il devrait au moins. 
456|4|0|L’inaction, c’est de ne pas s’occuper des vrais sujets. Dans votre boîte vous gérez les 2% ! Je ne pense pas ou sinon je vous annonce que vous allez bientôt déposer le bilan !
457|1|1|Et oui….Chacun a son niveau doit à mon sens faire des efforts pour contribuer à la réductions des émissions à effets de serres. Mais le principe de s’en prendre aux autres n’est pas la bonne solutions. Il y a sûrement des excès, mais les entrepreneurs sont aussi sources de multitudes d’emplois et leurs talents à créer ses emplois permets à de nombreuses familles d’avoir une belle vie. Arrêtons de mettre en opposition patrons et salariés. Nous sommes tous dépendants les uns des autres: respectons nous, dialoguons et avançons de front pour un même but!
458|0|0|Et oui….Chacun a son niveau doit à mon sens faire des efforts pour contribuer à la réductions des émissions à effets de serres. Mais le principe de s’en prendre aux autres n’est pas la bonne solutions. Il y a sûrement des excès, mais les entrepreneurs sont aussi sources de multitudes d’emplois et leurs talents à créer ses emplois permets à de nombreuses familles d’avoir une belle vie. Arrêtons de mettre en opposition patrons et salariés. Nous sommes tous dépendants les uns des autres: respectons nous, dialoguons et avançons de front pour un même but!
459|4|1| Dans quel monde vivez-vous ?Le monde où les gens renoncent volontiers à leur confort et leurs marqueurs sociaux pour sauvegarder le bien commun ?Le monde où l'éducation et la sensibilisation aux dangers de la vitesse excessive sur les routes à permis de diviser par deux la mortalité sur les routes car ces conseils ont été massivement suivis par les automobilistes ?Je vous envie.Moi, je vis dans un monde où chacun se fiche éperdument du bien commun et ne pense qu'à sa gueule, un monde où les plus fortunés méprisent les moins fortunés et se figurent qu'il sera toujours temps d'acheter un ranch au Groenlond quand l'inlandsis aura fondu et que les autres crèveront de canicule en Normandie, un monde où il a fallu le permis à point et des centaines où des milliers de radars pour parvenir à réduire la mortalité routière...Alors, voyez-vous, compter sur le sens civique des utilisateurs de jets privés,  je n'y crois pas une seconde.
460|4|0| Dans quel monde vivez-vous ?Le monde où les gens renoncent volontiers à leur confort et leurs marqueurs sociaux pour sauvegarder le bien commun ?Le monde où l'éducation et la sensibilisation aux dangers de la vitesse excessive sur les routes à permis de diviser par deux la mortalité sur les routes car ces conseils ont été massivement suivis par les automobilistes ?Je vous envie.Moi, je vis dans un monde où chacun se fiche éperdument du bien commun et ne pense qu'à sa gueule, un monde où les plus fortunés méprisent les moins fortunés et se figurent qu'il sera toujours temps d'acheter un ranch au Groenlond quand l'inlandsis aura fondu et que les autres crèveront de canicule en Normandie, un monde où il a fallu le permis à point et des centaines où des milliers de radars pour parvenir à réduire la mortalité routière...Alors, voyez-vous, compter sur le sens civique des utilisateurs de jets privés,  je n'y crois pas une seconde.
461|0|0|Les jets représentent peu. Difficile à maintenir. Même avec la meilleure mauvaise foi du monde.Apparemment un vol sur 10 serait un jet privé. Vrai?
462|0|0| le seul passage qui personnellement me gêne dans votre commentaire et qui est assez récurrent dans vos argumentations c’est « justice sociale ». Pour moi ça a des relents de doctrine type « grand soir ». Et ça a de quoi rebuter certaines personnes modérées .
463|0|0|Une mécanique taxe dissuasive ?
464|0|0|Je crains qu'une telle proposition ne passera jamais: entre ceux qui vont crier à la dictature et ceux qui défendent les intérêts de certaines entreprises (coucou Dassault), c'est pratiquement mort.Comment faire? Bonne question. Je n'ai pour ma part pas de réponse pour l'instant 😟
465|0|0|Alors, pour ma part, j'aime réfléchir par moi même.33.1 tonnes en 7h21, Donc en seulement 7h21, il a consommé l'équivalent de 3 personnes sur un an.Pour être plus clair, un homme consomme en 7h21, 8,39 Kg (en prenant 10 T /an). En gros la consommation de son seul avion sur la même durée, correspond à la conso de 8 508 personnes. En une journée de vol (24h/24) cela correspond à la conso de 27 781 personnes, et par an, à peine 10 140 146 personnes.On compte plus de 4000 jets dans le monde. Si on considère que les avions volent seulement 6 heures par jour (un quart, c'est plus facile pour le calcul) cela fait Roulement de tambours ...10 Milliards de personnes !!!!Après ce n'est qu'une question d'opinion. Etes vous prêts à accepter que les jets privés consomment par an plus que TOUTE, je dis bien Toute, l'humanité. Chacun voit midi à sa porte !!!Le plus rigolo c'est que vous acceptez qu'on vous demande de passer à 2 tonnes par an. (sachez que dans les 10 T, la consommation des services publiques attribuée à chaque personne correspond à peu de chose à 1,8 Tonnes...)Donc voilà, juste 2 minutes de réflexion. Et après à chacun de faire son choix !!! Ni bonne ni mauvaise réponse, c'est une simple vision de l'égalité...
466|0|0|Mauvais combat à mon humble avis. Il faut arrêter de cibler les particuliers, et se tourner vers les corporations géantes responsables de 90% de la pollution de notre jolie planète. Nestlé, Meta etc...
467|0|0|Encore un post absurde.
468|1|0|Ça occupe
469|3|7| Ce n'est pas *mon* discours. Les rapports du GIEC, vous les avez lus ? Le PTEF du Shift Project ? ou bien d'autres publications qui préconisent une modification drastique mais progressive de nos modes de vie ? Tout doit être revu, très vite pour arriver progressivement à l'objectif de 2 tonnes par personne.Et que j'en ai profité ou non (vous n'en savez rien) ne change absolument rien à l'urgence. (pour information, je n'ai pas eu le bac en 83 alors le reste ...)Sur ce bonne journée
470|1|0|Votre réponse s'adapte à tous les corps de métiers qui polluent. Statu quo, on ne fait donc rien et on continue ?
471|3|0| il faut faire quelque chose. Mais vous savez notre industrie est victime du fait que beaucoup de gens rêverai de voyager en avion et encore plus en avion privé réservé à une élite. Hors l’humain et encore plus le français adore essayer de détruire ce à quoi d’autres ont accès et que eux n’ont pas. Et dans toute cette bataille inutile on passe sous silence tous les efforts réalisé pour améliorer l’efficience de l’aéronautique. En attendant le bilan carbone d’une création de LGV est pharaonique. Mais il vaut mieux mettre en valeur un moyen de transport qu’une plus grande masse peut avoir accès et de taper sur une minorité qui plus est de gens riches ça fait toujours mieux socialement. La réalité serait d’être vertueux et d’investir massivement dans la recherche et développement de tous les moyens de transports. Terrestres aérien et maritimes car les bateaux qui transportent de chine les produits achetés sur Wish là on ne dit rien … Les voitures électriques à l’usage sont moins carbonées mais pour la fabrication …  c’est un tout autre débat et une aberration écologique. Mais les politiques ont tout intérêt de monter les gens les un contre les autres. Les vrai personnes elles sont intéressés par chercher.
472|0|0| les solutions qui vont nous tirer tous vers le haut.
473|0|0| Peut-être que pour certains, la jalousie est le vecteur principal.Mais dans un monde allant dans le mur, il est impératif de limiter les usages très fortement.Et honnêtement, il y en a assez du discours "car les bateaux qui transportent de chine les produits achetés sur Wish là on ne dit rien" ; rien de personnel mais cela devient pénible. Oui, il y a beaucoup de choses écrites sur ce sujet et tous les autres sujets. Mais chacun ne voit que ce qui le concerne. Tout, je redis bien, tout doit être traité et réduit en fonction de sa valeur et de son impact. Avion y compris. Et désolé, je mets plus de valeur dans l'alimentation que dans l'avion.Les "vraies" personnes sont intéressées par chercher. Oui comme les rapports du GIEC le montrent. Et les scientifiques dont les documents ont été utilisés, ils ont cherché et trouvé. Et ce qu'ils ont trouvé est que l'avion tel qu'il est pratiqué à ce jour par une minorité de personnes est juste incompatible avec un futur durable. Idem pour le numérique. Idem pour l'alimentation. Idem pour les vêtements. Idem pour [mettez ce que vous voulez].
474|0|0| Comme celle-là :  gros, en plein dans le mur au rythme actuel.
